post_id,influencer_id,platform,posted_at,caption,views,likes,comments,shares,audio_type,campaign_tag
1014,19,youtube,2025-08-13T15:24:03.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,2857217,134646,22299,33972,catalogue,fitness_january_push
1015,19,youtube,2025-10-08T09:42:22.784718,Behind the scenes of the next project. Tutorials and how to.  Let me know what topic to cover next.,3333338,133184,27218,40791,catalogue,beauty_summer_2025
1016,19,youtube,2025-09-17T20:35:19.784718,POV you are listening to this on repeat. Tutorials and how to.  Let me know what topic to cover next.,4748547,246249,30683,28818,trending,fitness_january_push
1017,19,youtube,2025-08-27T16:54:46.784718,You asked for it so here it is. Tutorials and how to.  Let me know what topic to cover next.,3167307,273478,38231,71646,catalogue,gaming_console_drop
1018,19,youtube,2025-09-03T23:46:46.784718,Tag a friend who needs to see this. Tutorials and how to.  Let me know what topic to cover next.,4621818,232763,39293,20730,catalogue,back_to_school_2025
1019,19,youtube,2025-10-28T15:46:15.784718,This audio is stuck in my head. Tutorials and how to.  Let me know what topic to cover next.,6168207,224596,48994,55808,catalogue,fitness_january_push
1020,19,youtube,2025-10-21T22:54:44.784718,Cannot believe this just happened. Tutorials and how to.  Let me know what topic to cover next.,3202956,153334,25396,26229,trending,fitness_january_push
1021,19,youtube,2025-08-21T09:26:20.784718,Trying something different today. Tutorials and how to.  Let me know what topic to cover next.,7053943,392799,52814,40714,original,
1022,19,youtube,2025-08-25T06:13:20.784718,Day 29 of posting until this goes viral. Tutorials and how to.  Let me know what topic to cover next.,4373023,230039,29523,59874,catalogue,
1023,19,youtube,2025-08-02T06:34:36.784718,"New drop just landed, what do you think. Tutorials and how to.  Let me know what topic to cover next.",3966583,322445,31447,83966,catalogue,
1024,19,youtube,2025-07-27T08:57:59.784718,POV you are listening to this on repeat. Tutorials and how to.  Let me know what topic to cover next.,2932513,204639,17105,21169,trending,beauty_summer_2025
1025,20,tiktok,2025-10-30T06:44:01.784718,"New drop just landed, what do you think. Tutorials and how to.  New track out now, link in bio.",81759,2808,472,720,catalogue,beauty_summer_2025
1026,20,tiktok,2025-08-07T21:16:51.784718,"Tag a friend who needs to see this. Tutorials and how to.  New track out now, link in bio.",111696,4707,312,1086,catalogue,fitness_january_push
1027,20,tiktok,2025-10-01T12:53:53.784718,"POV you are listening to this on repeat. Tutorials and how to.  New track out now, link in bio.",110767,3852,471,567,trending,
1028,20,tiktok,2025-10-09T23:39:07.784718,"POV you are listening to this on repeat. Tutorials and how to.  New track out now, link in bio.",127111,4364,455,1537,trending,fitness_january_push
1029,20,tiktok,2025-09-11T20:46:15.784718,"You asked for it so here it is. Tutorials and how to.  New track out now, link in bio.",136402,3771,417,370,catalogue,fitness_january_push
1030,20,tiktok,2025-10-27T18:12:24.784718,"Tag a friend who needs to see this. Tutorials and how to.  New track out now, link in bio.",161967,7483,1138,535,trending,back_to_school_2025
1031,20,tiktok,2025-10-13T05:55:34.784718,"Behind the scenes of the next project. Tutorials and how to.  New track out now, link in bio.",49851,1911,230,361,trending,fitness_january_push
1032,20,tiktok,2025-08-05T10:25:50.784718,"You asked for it so here it is. Tutorials and how to.  New track out now, link in bio.",79705,3091,580,491,trending,beauty_summer_2025
1033,20,tiktok,2025-09-03T20:47:10.784718,"New drop just landed, what do you think. Tutorials and how to.  New track out now, link in bio.",153253,5081,633,432,catalogue,reggaeton_launch_q2
1034,20,tiktok,2025-10-07T10:57:56.784718,"This audio is stuck in my head. Tutorials and how to.  New track out now, link in bio.",54088,2578,373,473,catalogue,reggaeton_launch_q2
1035,20,tiktok,2025-10-04T03:19:07.784718,"Day 11 of posting until this goes viral. Tutorials and how to.  New track out now, link in bio.",118139,6311,663,1434,trending,beauty_summer_2025
1036,20,tiktok,2025-10-14T02:22:56.784718,"This audio is stuck in my head. Tutorials and how to.  New track out now, link in bio.",72123,3524,214,215,catalogue,reggaeton_launch_q2
1037,20,tiktok,2025-10-27T23:37:06.784718,"Trying something different today. Tutorials and how to.  New track out now, link in bio.",47187,1211,225,374,original,gaming_console_drop
1038,20,tiktok,2025-10-07T04:45:39.784718,"Behind the scenes of the next project. Tutorials and how to.  New track out now, link in bio.",135374,4212,394,343,original,back_to_school_2025
1039,20,tiktok,2025-07-28T16:31:21.784718,"Cannot believe this just happened. Tutorials and how to.  New track out now, link in bio.",147944,6453,438,1235,trending,beauty_summer_2025
1040,20,tiktok,2025-09-26T16:29:48.784718,"POV you are listening to this on repeat. Tutorials and how to.  New track out now, link in bio.",102268,3934,546,398,catalogue,back_to_school_2025
1041,20,tiktok,2025-09-20T09:05:28.784718,"This audio is stuck in my head. Tutorials and how to.  New track out now, link in bio.",102898,3008,324,445,catalogue,back_to_school_2025
1042,20,tiktok,2025-10-08T01:58:22.784718,"Tag a friend who needs to see this. Tutorials and how to.  New track out now, link in bio.",43580,1518,184,336,original,fitness_january_push
1043,20,tiktok,2025-07-30T15:49:31.784718,"Trying something different today. Tutorials and how to.  New track out now, link in bio.",98268,2849,426,715,trending,beauty_summer_2025
1044,20,tiktok,2025-11-11T17:44:10.784718,"This audio is stuck in my head. Tutorials and how to.  New track out now, link in bio.",65453,2896,290,303,catalogue,fitness_january_push
1045,20,tiktok,2025-11-12T20:33:03.784718,"Day 23 of posting until this goes viral. Tutorials and how to.  New track out now, link in bio.",150524,4024,490,1065,original,reggaeton_launch_q2
1046,20,tiktok,2025-11-12T14:22:02.784718,"POV you are listening to this on repeat. Tutorials and how to.  New track out now, link in bio.",127239,5145,536,1228,trending,back_to_school_2025
1047,20,tiktok,2025-09-09T14:26:44.784718,"Behind the scenes of the next project. Tutorials and how to.  New track out now, link in bio.",87404,3605,649,1188,original,reggaeton_launch_q2
1048,20,tiktok,2025-08-09T21:01:03.784718,"New drop just landed, what do you think. Tutorials and how to.  New track out now, link in bio.",95151,3461,666,444,trending,reggaeton_launch_q2
1049,20,tiktok,2025-10-16T04:39:11.784718,"New drop just landed, what do you think. Tutorials and how to.  New track out now, link in bio.",112343,4448,375,1320,trending,fitness_january_push
1050,20,tiktok,2025-08-17T15:47:55.784718,"You asked for it so here it is. Tutorials and how to.  New track out now, link in bio.",103753,3874,520,682,catalogue,gaming_console_drop
1051,20,tiktok,2025-09-20T04:14:09.784718,"POV you are listening to this on repeat. Tutorials and how to.  New track out now, link in bio.",116381,3649,565,716,trending,fitness_january_push
1052,20,tiktok,2025-09-27T22:33:28.784718,"Day 14 of posting until this goes viral. Tutorials and how to.  New track out now, link in bio.",174477,8214,609,1486,trending,reggaeton_launch_q2
1053,20,tiktok,2025-08-29T15:04:24.784718,"This audio is stuck in my head. Tutorials and how to.  New track out now, link in bio.",62733,2015,183,197,catalogue,reggaeton_launch_q2
1054,20,tiktok,2025-09-28T02:33:22.784718,"New drop just landed, what do you think. Tutorials and how to.  New track out now, link in bio.",54730,2225,162,506,original,gaming_console_drop
1055,20,tiktok,2025-09-01T05:35:29.784718,"Cannot believe this just happened. Tutorials and how to.  New track out now, link in bio.",80606,4019,506,519,catalogue,fitness_january_push
1056,21,youtube,2025-09-03T03:56:59.784718,"This audio is stuck in my head. High energy dance.  New track out now, link in bio.",1500,104,9,13,original,beauty_summer_2025
1057,21,youtube,2025-10-08T04:28:51.784718,"POV you are listening to this on repeat. High energy dance.  New track out now, link in bio.",2544,246,24,66,catalogue,
1058,21,youtube,2025-08-27T11:13:14.784718,"POV you are listening to this on repeat. High energy dance.  New track out now, link in bio.",1191,71,15,18,original,beauty_summer_2025
1059,21,youtube,2025-07-25T20:58:16.784718,"Day 10 of posting until this goes viral. High energy dance.  New track out now, link in bio.",2516,205,33,45,catalogue,fitness_january_push
1060,21,youtube,2025-10-30T23:44:16.784718,"This audio is stuck in my head. High energy dance.  New track out now, link in bio.",4320,280,49,74,trending,gaming_console_drop
1061,21,youtube,2025-11-05T20:59:40.784718,"You asked for it so here it is. High energy dance.  New track out now, link in bio.",1503,113,11,30,trending,
1062,21,youtube,2025-10-18T17:31:19.784718,"Day 6 of posting until this goes viral. High energy dance.  New track out now, link in bio.",3495,311,44,60,trending,
1063,21,youtube,2025-07-30T17:42:23.784718,"Tag a friend who needs to see this. High energy dance.  New track out now, link in bio.",4758,513,52,83,catalogue,back_to_school_2025
1064,21,youtube,2025-10-06T11:44:47.784718,"Cannot believe this just happened. High energy dance.  New track out now, link in bio.",1919,142,22,36,original,back_to_school_2025
1065,21,youtube,2025-08-13T02:23:53.784718,"POV you are listening to this on repeat. High energy dance.  New track out now, link in bio.",4944,496,33,69,catalogue,gaming_console_drop
1066,21,youtube,2025-08-03T08:29:26.784718,"POV you are listening to this on repeat. High energy dance.  New track out now, link in bio.",5294,433,35,104,original,
1067,21,youtube,2025-10-22T01:51:16.784718,"New drop just landed, what do you think. High energy dance.  New track out now, link in bio.",3206,291,42,71,original,gaming_console_drop
1068,21,youtube,2025-08-24T13:44:46.784718,"POV you are listening to this on repeat. High energy dance.  New track out now, link in bio.",4095,302,20,76,original,reggaeton_launch_q2
1069,21,youtube,2025-08-06T22:16:42.784718,"Day 27 of posting until this goes viral. High energy dance.  New track out now, link in bio.",2478,220,43,58,catalogue,reggaeton_launch_q2
1070,21,youtube,2025-09-25T06:43:33.784718,"Behind the scenes of the next project. High energy dance.  New track out now, link in bio.",4889,375,51,51,original,
1071,21,youtube,2025-08-06T18:21:15.784718,"Cannot believe this just happened. High energy dance.  New track out now, link in bio.",1448,138,22,12,trending,reggaeton_launch_q2
1072,21,youtube,2025-09-02T09:45:09.784718,"This audio is stuck in my head. High energy dance.  New track out now, link in bio.",4025,321,54,97,trending,gaming_console_drop
1073,21,youtube,2025-08-17T16:24:37.784718,"You asked for it so here it is. High energy dance.  New track out now, link in bio.",2591,233,30,41,original,reggaeton_launch_q2
1074,21,youtube,2025-08-11T14:33:22.784718,"Day 15 of posting until this goes viral. High energy dance.  New track out now, link in bio.",1947,195,27,45,original,
1075,21,youtube,2025-08-10T14:35:22.784718,"You asked for it so here it is. High energy dance.  New track out now, link in bio.",4804,450,76,155,original,
1076,21,youtube,2025-08-05T04:22:52.784718,"Tag a friend who needs to see this. High energy dance.  New track out now, link in bio.",2747,175,27,34,original,gaming_console_drop
1077,21,youtube,2025-09-21T02:18:18.784718,"POV you are listening to this on repeat. High energy dance.  New track out now, link in bio.",2251,145,19,28,catalogue,back_to_school_2025
1078,21,youtube,2025-08-27T22:17:24.784718,"Day 21 of posting until this goes viral. High energy dance.  New track out now, link in bio.",1332,122,17,15,catalogue,fitness_january_push
1079,21,youtube,2025-09-19T21:12:32.784718,"Tag a friend who needs to see this. High energy dance.  New track out now, link in bio.",2037,183,32,50,original,back_to_school_2025
1080,21,youtube,2025-09-06T04:57:44.784718,"Day 12 of posting until this goes viral. High energy dance.  New track out now, link in bio.",3112,151,27,20,original,fitness_january_push
1081,21,youtube,2025-11-12T07:10:36.784718,"Behind the scenes of the next project. High energy dance.  New track out now, link in bio.",2741,188,37,54,original,beauty_summer_2025
1082,21,youtube,2025-09-28T19:41:38.784718,"New drop just landed, what do you think. High energy dance.  New track out now, link in bio.",2571,224,29,28,catalogue,beauty_summer_2025
1083,21,youtube,2025-11-22T13:26:33.784718,"Day 20 of posting until this goes viral. High energy dance.  New track out now, link in bio.",3066,250,30,74,trending,
1084,21,youtube,2025-09-29T10:26:51.784718,"Behind the scenes of the next project. High energy dance.  New track out now, link in bio.",3174,195,45,30,catalogue,reggaeton_launch_q2
1085,21,youtube,2025-09-16T03:08:02.784718,"This audio is stuck in my head. High energy dance.  New track out now, link in bio.",5121,313,52,120,catalogue,
1086,21,youtube,2025-11-13T02:50:16.784718,"Day 15 of posting until this goes viral. High energy dance.  New track out now, link in bio.",4286,249,52,87,trending,beauty_summer_2025
1087,21,youtube,2025-10-10T17:17:09.784718,"Tag a friend who needs to see this. High energy dance.  New track out now, link in bio.",1863,89,19,15,original,beauty_summer_2025
1088,21,youtube,2025-09-03T07:22:11.784718,"You asked for it so here it is. High energy dance.  New track out now, link in bio.",2983,234,38,74,original,fitness_january_push
